n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,Latency,Area
1450,5,200,2,3,3,3,3,25,40000,0,0.138472,9776.564
1451,5,200,2,3,3,3,4,25,40000,0,0.077205,9070.600
1452,5,200,2,3,3,4,1,25,40000,0,0.088075,9214.772
1453,5,200,2,3,3,4,2,25,40000,0,0.097537,9154.922
1454,5,200,2,3,3,4,3,25,40000,0,0.142458,9654.470
1455,5,200,2,3,3,4,4,25,40000,0,0.087726,8881.474
1456,5,200,2,3,4,1,1,25,40000,0,0.067364,8696.072
1457,5,200,2,3,4,1,2,25,40000,0,0.095743,8624.252
1458,5,200,2,3,4,1,3,25,40000,0,0.117816,8851.416
1459,5,200,2,3,4,1,4,25,40000,0,0.089779,8606.430
1460,5,200,2,3,4,2,1,25,40000,0,0.091533,8699.796
1461,5,200,2,3,4,2,2,25,40000,0,0.087699,8845.564
1462,5,200,2,3,4,2,3,25,40000,0,0.137040,8955.954
1463,5,200,2,3,4,2,4,25,40000,0,0.087174,8780.394
1464,5,200,2,3,4,3,1,25,40000,0,0.084512,8774.276
1465,5,200,2,3,4,3,2,25,40000,0,0.100913,8729.588
1466,5,200,2,3,4,3,3,25,40000,0,0.109479,8857.800
1467,5,200,2,3,4,3,4,25,40000,0,0.093750,8794.226
1468,5,200,2,3,4,4,1,25,40000,0,0.101443,8674.526
1469,5,200,2,3,4,4,2,25,40000,0,0.101059,8706.978
1470,5,200,2,3,4,4,3,25,40000,0,0.147723,9014.474
1471,5,200,2,3,4,4,4,25,40000,0,0.098155,8790.768
1472,5,200,2,4,1,1,1,25,40000,0,0.075836,7309.680
1473,5,200,2,4,1,1,2,25,40000,0,0.080305,7657.874
1474,5,200,2,4,1,1,3,25,40000,0,0.121172,7444.276
1475,5,200,2,4,1,1,4,25,40000,0,0.070160,7270.046
1476,5,200,2,4,1,2,1,25,40000,0,0.056768,7498.274
1477,5,200,2,4,1,2,2,25,40000,0,0.063154,7561.582
1478,5,200,2,4,1,2,3,25,40000,0,0.096992,7704.424
1479,5,200,2,4,1,2,4,25,40000,0,0.068909,7446.936
1480,5,200,2,4,1,3,1,25,40000,0,0.068499,7467.418
1481,5,200,2,4,1,3,2,25,40000,0,0.067267,7686.336
1482,5,200,2,4,1,3,3,25,40000,0,0.093993,7729.694
1483,5,200,2,4,1,3,4,25,40000,0,0.065494,7474.334
1484,5,200,2,4,1,4,1,25,40000,0,0.060097,7581.798
1485,5,200,2,4,1,4,2,25,40000,0,0.071021,7622.230
1486,5,200,2,4,1,4,3,25,40000,0,0.097061,7685.538
1487,5,200,2,4,1,4,4,25,40000,0,0.066324,7418.740
1488,5,200,2,4,2,1,1,25,40000,0,0.061097,7710.276
1489,5,200,2,4,2,1,2,25,40000,0,0.060516,7750.974
1490,5,200,2,4,2,1,3,25,40000,0,0.099253,7775.978
1491,5,200,2,4,2,1,4,25,40000,0,0.065112,7659.736
1492,5,200,2,4,2,2,1,25,40000,0,0.058045,7802.046
1493,5,200,2,4,2,2,2,25,40000,0,0.067181,7784.224
1494,5,200,2,4,2,2,3,25,40000,0,0.112833,7729.960
1495,5,200,2,4,2,2,4,25,40000,0,0.064204,7666.652
1496,5,200,2,4,2,3,1,25,40000,0,0.063493,7823.858
1497,5,200,2,4,2,3,2,25,40000,0,0.070551,7896.210
1498,5,200,2,4,2,3,3,25,40000,0,0.108276,7754.432
1499,5,200,2,4,2,3,4,25,40000,0,0.066507,7958.188
1500,5,200,2,4,2,4,1,25,40000,0,0.075335,8172.584
1501,5,200,2,4,2,4,2,25,40000,0,0.070156,7874.930
1502,5,200,2,4,2,4,3,25,40000,0,0.106958,7902.328
1503,5,200,2,4,2,4,4,25,40000,0,0.062524,7789.012
1504,5,200,2,4,3,1,1,25,40000,0,0.061030,8310.372
1505,5,200,2,4,3,1,2,25,40000,0,0.066260,8455.076
1506,5,200,2,4,3,1,3,25,40000,0,0.099689,8930.418
1507,5,200,2,4,3,1,4,25,40000,0,0.061300,8141.994
1508,5,200,2,4,3,2,1,25,40000,0,0.057594,8341.228
1509,5,200,2,4,3,2,2,25,40000,0,0.058087,8593.928
1510,5,200,2,4,3,2,3,25,40000,0,0.103636,8770.818
1511,5,200,2,4,3,2,4,25,40000,0,0.061700,8040.116
1512,5,200,2,4,3,3,1,25,40000,0,0.070853,8235.094
1513,5,200,2,4,3,3,2,25,40000,0,0.070570,8553.496
1514,5,200,2,4,3,3,3,25,40000,0,0.102883,8618.932
1515,5,200,2,4,3,3,4,25,40000,0,0.062658,7997.556
1516,5,200,2,4,3,4,1,25,40000,0,0.068726,8345.484
1517,5,200,2,4,3,4,2,25,40000,0,0.062542,8633.828
1518,5,200,2,4,3,4,3,25,40000,0,0.112840,8673.994
1519,5,200,2,4,3,4,4,25,40000,0,0.076098,8062.460
1520,5,200,2,4,4,1,1,25,40000,0,0.073154,7732.088
1521,5,200,2,4,4,1,2,25,40000,0,0.078693,8023.624
1522,5,200,2,4,4,1,3,25,40000,0,0.119088,7968.296
1523,5,200,2,4,4,1,4,25,40000,0,0.072207,7834.764
1524,5,200,2,4,4,2,1,25,40000,0,0.082649,7737.674
1525,5,200,2,4,4,2,2,25,40000,0,0.075956,7935.578
1526,5,200,2,4,4,2,3,25,40000,0,0.113020,7946.750
1527,5,200,2,4,4,2,4,25,40000,0,0.077914,7957.656
1528,5,200,2,4,4,3,1,25,40000,0,0.086855,7727.566
1529,5,200,2,4,4,3,2,25,40000,0,0.086447,7992.236
1530,5,200,2,4,4,3,3,25,40000,0,0.122857,7993.832
1531,5,200,2,4,4,3,4,25,40000,0,0.084730,7949.144
1532,5,200,2,4,4,4,1,25,40000,0,0.076056,8269.940
1533,5,200,2,4,4,4,2,25,40000,0,0.058984,8017.506
1534,5,200,2,4,4,4,3,25,40000,0,0.125375,8151.836
1535,5,200,2,4,4,4,4,25,40000,0,0.079234,7994.896
1536,5,200,3,1,1,1,1,25,40000,0,0.174313,12793.270
1537,5,200,3,1,1,1,2,25,40000,0,0.190029,12532.856
1538,5,200,3,1,1,1,3,25,40000,0,0.234582,14908.502
1539,5,200,3,1,1,1,4,25,40000,0,0.163708,11918.662
1540,5,200,3,1,1,2,1,25,40000,0,0.149903,12777.842
1541,5,200,3,1,1,2,2,25,40000,0,0.166774,12461.036
1542,5,200,3,1,1,2,3,25,40000,0,0.238739,15056.930
1543,5,200,3,1,1,2,4,25,40000,0,0.156797,11918.928
1544,5,200,3,1,1,3,1,25,40000,0,0.156472,12909.778
1545,5,200,3,1,1,3,2,25,40000,0,0.176358,12548.018
1546,5,200,3,1,1,3,3,25,40000,0,0.248532,15134.070
1547,5,200,3,1,1,3,4,25,40000,0,0.165817,11885.412
1548,5,200,3,1,1,4,1,25,40000,0,0.173624,12724.110
1549,5,200,3,1,1,4,2,25,40000,0,0.153389,12631.010
1550,5,200,3,1,1,4,3,25,40000,0,0.238579,14943.880
1551,5,200,3,1,1,4,4,25,40000,0,0.141519,12027.988
1552,5,200,3,1,2,1,1,25,40000,0,0.163257,13053.684
1553,5,200,3,1,2,1,2,25,40000,0,0.179547,12640.852
1554,5,200,3,1,2,1,3,25,40000,0,0.267345,15515.780
1555,5,200,3,1,2,1,4,25,40000,0,0.173795,12120.290
1556,5,200,3,1,2,2,1,25,40000,0,0.177742,12845.938
1557,5,200,3,1,2,2,2,25,40000,0,0.165177,12782.098
1558,5,200,3,1,2,2,3,25,40000,0,0.221655,15582.280
1559,5,200,3,1,2,2,4,25,40000,0,0.156055,12128.536
1560,5,200,3,1,2,3,1,25,40000,0,0.182980,12983.726
1561,5,200,3,1,2,3,2,25,40000,0,0.171904,12742.996
1562,5,200,3,1,2,3,3,25,40000,0,0.224262,15429.596
1563,5,200,3,1,2,3,4,25,40000,0,0.166917,12329.898
1564,5,200,3,1,2,4,1,25,40000,0,0.163466,13102.096
1565,5,200,3,1,2,4,2,25,40000,0,0.156355,12730.494
1566,5,200,3,1,2,4,3,25,40000,0,0.247317,15496.362
1567,5,200,3,1,2,4,4,25,40000,0,0.156484,12110.980
1568,5,200,3,1,3,1,1,25,40000,0,0.174988,13115.396
1569,5,200,3,1,3,1,2,25,40000,0,0.173410,13090.392
1570,5,200,3,1,3,1,3,25,40000,0,0.233067,15497.426
1571,5,200,3,1,3,1,4,25,40000,0,0.147423,12265.260
1572,5,200,3,1,3,2,1,25,40000,0,0.163080,13376.076
1573,5,200,3,1,3,2,2,25,40000,0,0.168999,12972.820
1574,5,200,3,1,3,2,3,25,40000,0,0.261445,15508.598
1575,5,200,3,1,3,2,4,25,40000,0,0.159808,12627.818
1576,5,200,3,1,3,3,1,25,40000,0,0.177297,13553.764
1577,5,200,3,1,3,3,2,25,40000,0,0.173260,13089.594
1578,5,200,3,1,3,3,3,25,40000,0,0.283126,15591.058
1579,5,200,3,1,3,3,4,25,40000,0,0.174307,12371.926
1580,5,200,3,1,3,4,1,25,40000,0,0.162720,13245.470
1581,5,200,3,1,3,4,2,25,40000,0,0.170193,13272.070
1582,5,200,3,1,3,4,3,25,40000,0,0.263299,15488.116
1583,5,200,3,1,3,4,4,25,40000,0,0.172551,12574.618
1584,5,200,3,1,4,1,1,25,40000,0,0.179237,13088.796
1585,5,200,3,1,4,1,2,25,40000,0,0.179305,12958.190
1586,5,200,3,1,4,1,3,25,40000,0,0.253759,15652.504
1587,5,200,3,1,4,1,4,25,40000,0,0.157705,13002.346
1588,5,200,3,1,4,2,1,25,40000,0,0.160168,13374.746
1589,5,200,3,1,4,2,2,25,40000,0,0.170210,13183.226
1590,5,200,3,1,4,2,3,25,40000,0,0.270551,15658.622
1591,5,200,3,1,4,2,4,25,40000,0,0.165192,12700.436
1592,5,200,3,1,4,3,1,25,40000,0,0.178406,13391.770
1593,5,200,3,1,4,3,2,25,40000,0,0.189843,13368.096
1594,5,200,3,1,4,3,3,25,40000,0,0.268922,15600.900
1595,5,200,3,1,4,3,4,25,40000,0,0.165931,12717.460
1596,5,200,3,1,4,4,1,25,40000,0,0.159924,13434.330
1597,5,200,3,1,4,4,2,25,40000,0,0.137451,13263.026
1598,5,200,3,1,4,4,3,25,40000,0,0.258161,15766.352
1599,5,200,3,1,4,4,4,25,40000,0,0.159157,12682.348
1600,5,200,3,2,1,1,1,25,40000,0,0.179652,12851.790
1601,5,200,3,2,1,1,2,25,40000,0,0.175717,12803.644
1602,5,200,3,2,1,1,3,25,40000,0,0.252394,15202.964
1603,5,200,3,2,1,1,4,25,40000,0,0.171626,12155.402
1604,5,200,3,2,1,2,1,25,40000,0,0.153689,13076.826
1605,5,200,3,2,1,2,2,25,40000,0,0.165489,12980.800
1606,5,200,3,2,1,2,3,25,40000,0,0.242564,15304.310
1607,5,200,3,2,1,2,4,25,40000,0,0.167422,12172.426
1608,5,200,3,2,1,3,1,25,40000,0,0.147237,13286.434
1609,5,200,3,2,1,3,2,25,40000,0,0.184667,12898.074
1610,5,200,3,2,1,3,3,25,40000,0,0.263772,15416.828
1611,5,200,3,2,1,3,4,25,40000,0,0.179306,12137.846
1612,5,200,3,2,1,4,1,25,40000,0,0.188343,13129.228
1613,5,200,3,2,1,4,2,25,40000,0,0.169376,12928.930
1614,5,200,3,2,1,4,3,25,40000,0,0.271448,15486.254
1615,5,200,3,2,1,4,4,25,40000,0,0.178530,12303.032
1616,5,200,3,2,2,1,1,25,40000,0,0.161189,13270.740
1617,5,200,3,2,2,1,2,25,40000,0,0.149867,13040.118
1618,5,200,3,2,2,1,3,25,40000,0,0.234193,15658.622
1619,5,200,3,2,2,1,4,25,40000,0,0.161025,12438.426
1620,5,200,3,2,2,2,1,25,40000,0,0.169437,13396.558
1621,5,200,3,2,2,2,2,25,40000,0,0.175299,12975.746
1622,5,200,3,2,2,2,3,25,40000,0,0.237126,15966.384
1623,5,200,3,2,2,2,4,25,40000,0,0.167689,12419.806
1624,5,200,3,2,2,3,1,25,40000,0,0.177750,13452.152
1625,5,200,3,2,2,3,2,25,40000,0,0.176096,13065.920
1626,5,200,3,2,2,3,3,25,40000,0,0.263052,15874.348
1627,5,200,3,2,2,3,4,25,40000,0,0.153860,12386.290
1628,5,200,3,2,2,4,1,25,40000,0,0.167665,13384.056
1629,5,200,3,2,2,4,2,25,40000,0,0.168848,13328.196
1630,5,200,3,2,2,4,3,25,40000,0,0.269801,15898.288
1631,5,200,3,2,2,4,4,25,40000,0,0.176835,12582.066
1632,5,200,3,2,3,1,1,25,40000,0,0.175961,13293.882
1633,5,200,3,2,3,1,2,25,40000,0,0.160834,13360.648
1634,5,200,3,2,3,1,3,25,40000,0,0.236376,15717.142
1635,5,200,3,2,3,1,4,25,40000,0,0.155280,12674.900
1636,5,200,3,2,3,2,1,25,40000,0,0.174914,13610.156
1637,5,200,3,2,3,2,2,25,40000,0,0.176303,13497.904
1638,5,200,3,2,3,2,3,25,40000,0,0.261234,15883.924
1639,5,200,3,2,3,2,4,25,40000,0,0.163259,12838.756
1640,5,200,3,2,3,3,1,25,40000,0,0.169356,13651.120
1641,5,200,3,2,3,3,2,25,40000,0,0.179374,13260.100
1642,5,200,3,2,3,3,3,25,40000,0,0.275360,15809.710
1643,5,200,3,2,3,3,4,25,40000,0,0.160628,12779.704
1644,5,200,3,2,3,4,1,25,40000,0,0.169321,13631.968
1645,5,200,3,2,3,4,2,25,40000,0,0.181735,13406.134
1646,5,200,3,2,3,4,3,25,40000,0,0.283658,15798.538
1647,5,200,3,2,3,4,4,25,40000,0,0.150947,12779.704
1648,5,200,3,2,4,1,1,25,40000,0,0.169964,13630.372
1649,5,200,3,2,4,1,2,25,40000,0,0.143881,13375.012
1650,5,200,3,2,4,1,3,25,40000,0,0.251392,15875.412
1651,5,200,3,2,4,1,4,25,40000,0,0.157613,13120.450
1652,5,200,3,2,4,2,1,25,40000,0,0.172977,13671.868
1653,5,200,3,2,4,2,2,25,40000,0,0.173715,13498.170
1654,5,200,3,2,4,2,3,25,40000,0,0.260021,16123.590
1655,5,200,3,2,4,2,4,25,40000,0,0.171316,13021.764
1656,5,200,3,2,4,3,1,25,40000,0,0.170185,13719.482
1657,5,200,3,2,4,3,2,25,40000,0,0.179408,13540.996
1658,5,200,3,2,4,3,3,25,40000,0,0.261178,15941.114
1659,5,200,3,2,4,3,4,25,40000,0,0.182602,13033.468
1660,5,200,3,2,4,4,1,25,40000,0,0.167926,13722.674
1661,5,200,3,2,4,4,2,25,40000,0,0.169454,13544.986
1662,5,200,3,2,4,4,3,25,40000,0,0.257197,16165.352
1663,5,200,3,2,4,4,4,25,40000,0,0.155702,13034.000
1664,5,200,3,3,1,1,1,25,40000,0,0.198909,13880.944
1665,5,200,3,3,1,1,2,25,40000,0,0.198838,13808.592
1666,5,200,3,3,1,1,3,25,40000,0,0.270481,16276.274
1667,5,200,3,3,1,1,4,25,40000,0,0.179262,13216.742
1668,5,200,3,3,1,2,1,25,40000,0,0.199907,13982.556
1669,5,200,3,3,1,2,2,25,40000,0,0.176123,13820.828
1670,5,200,3,3,1,2,3,25,40000,0,0.310207,16481.893
1671,5,200,3,3,1,2,4,25,40000,0,0.193824,13557.222
1672,5,200,3,3,1,3,1,25,40000,0,0.198242,14022.722
1673,5,200,3,3,1,3,2,25,40000,0,0.206572,13892.116
1674,5,200,3,3,1,3,3,25,40000,0,0.327606,16287.978
1675,5,200,3,3,1,3,4,25,40000,0,0.203691,13135.878
1676,5,200,3,3,1,4,1,25,40000,0,0.186780,14031.500
1677,5,200,3,3,1,4,2,25,40000,0,0.190277,13843.704
1678,5,200,3,3,1,4,3,25,40000,0,0.252134,16298.352
1679,5,200,3,3,1,4,4,25,40000,0,0.168603,13129.228
1680,5,200,3,3,2,1,1,25,40000,0,0.178557,14281.540
1681,5,200,3,3,2,1,2,25,40000,0,0.192322,14281.274
1682,5,200,3,3,2,1,3,25,40000,0,0.264159,17019.479
1683,5,200,3,3,2,1,4,25,40000,0,0.183993,13494.712
1684,5,200,3,3,2,2,1,25,40000,0,0.176123,14615.370
1685,5,200,3,3,2,2,2,25,40000,0,0.171072,14267.708
1686,5,200,3,3,2,2,3,25,40000,0,0.288576,16889.670
1687,5,200,3,3,2,2,4,25,40000,0,0.174237,13646.598
1688,5,200,3,3,2,3,1,25,40000,0,0.203038,14253.876
1689,5,200,3,3,2,3,2,25,40000,0,0.193078,14274.092
1690,5,200,3,3,2,3,3,25,40000,0,0.301943,16817.318
1691,5,200,3,3,2,3,4,25,40000,0,0.202214,13410.656
1692,5,200,3,3,2,4,1,25,40000,0,0.182545,14399.378
1693,5,200,3,3,2,4,2,25,40000,0,0.207073,14169.288
1694,5,200,3,3,2,4,3,25,40000,0,0.291341,16984.633
1695,5,200,3,3,2,4,4,25,40000,0,0.173809,13574.246
1696,5,200,3,3,3,1,1,25,40000,0,0.190382,14648.354
1697,5,200,3,3,3,1,2,25,40000,0,0.195024,14395.122
1698,5,200,3,3,3,1,3,25,40000,0,0.276039,16965.480
1699,5,200,3,3,3,1,4,25,40000,0,0.203079,13769.224
1700,5,200,3,3,3,2,1,25,40000,0,0.191492,14731.878
1701,5,200,3,3,3,2,2,25,40000,0,0.192974,14463.484
1702,5,200,3,3,3,2,3,25,40000,0,0.260553,16901.641
1703,5,200,3,3,3,2,4,25,40000,0,0.197477,13881.742
1704,5,200,3,3,3,3,1,25,40000,0,0.191657,14807.688
1705,5,200,3,3,3,3,2,25,40000,0,0.184872,14467.474
1706,5,200,3,3,3,3,3,25,40000,0,0.305063,16842.322
1707,5,200,3,3,3,3,4,25,40000,0,0.213705,13894.776
1708,5,200,3,3,3,4,1,25,40000,0,0.197538,14834.820
1709,5,200,3,3,3,4,2,25,40000,0,0.201489,14438.746
1710,5,200,3,3,3,4,3,25,40000,0,0.271098,16807.742
1711,5,200,3,3,3,4,4,25,40000,0,0.200434,13887.328
1712,5,200,3,3,4,1,1,25,40000,0,0.181072,14440.608
1713,5,200,3,3,4,1,2,25,40000,0,0.184483,14369.320
1714,5,200,3,3,4,1,3,25,40000,0,0.257044,16878.232
1715,5,200,3,3,4,1,4,25,40000,0,0.198740,13856.472
1716,5,200,3,3,4,2,1,25,40000,0,0.190652,14646.758
1717,5,200,3,3,4,2,2,25,40000,0,0.200758,14463.750
1718,5,200,3,3,4,2,3,25,40000,0,0.283972,17298.512
1719,5,200,3,3,4,2,4,25,40000,0,0.181038,13905.682
1720,5,200,3,3,4,3,1,25,40000,0,0.186694,14597.814
1721,5,200,3,3,4,3,2,25,40000,0,0.203213,14460.824
1722,5,200,3,3,4,3,3,25,40000,0,0.294787,17097.947
1723,5,200,3,3,4,3,4,25,40000,0,0.179230,13903.554
1724,5,200,3,3,4,4,1,25,40000,0,0.196798,14764.064
1725,5,200,3,3,4,4,2,25,40000,0,0.215811,14317.716
1726,5,200,3,3,4,4,3,25,40000,0,0.276575,17254.355
1727,5,200,3,3,4,4,4,25,40000,0,0.170767,13854.610
1728,5,200,3,4,1,1,1,25,40000,0,0.144575,12748.316
1729,5,200,3,4,1,1,2,25,40000,0,0.146182,12537.112
1730,5,200,3,4,1,1,3,25,40000,0,0.218170,15143.646
1731,5,200,3,4,1,1,4,25,40000,0,0.143184,12019.742
1732,5,200,3,4,1,2,1,25,40000,0,0.150570,12779.172
1733,5,200,3,4,1,2,2,25,40000,0,0.157740,12646.704
1734,5,200,3,4,1,2,3,25,40000,0,0.234319,15020.754
1735,5,200,3,4,1,2,4,25,40000,0,0.162652,12108.852
1736,5,200,3,4,1,3,1,25,40000,0,0.168469,12803.378
1737,5,200,3,4,1,3,2,25,40000,0,0.169654,12762.680
1738,5,200,3,4,1,3,3,25,40000,0,0.269324,15176.630
1739,5,200,3,4,1,3,4,25,40000,0,0.178802,12172.160
1740,5,200,3,4,1,4,1,25,40000,0,0.158911,12805.506
1741,5,200,3,4,1,4,2,25,40000,0,0.157075,12644.310
1742,5,200,3,4,1,4,3,25,40000,0,0.261953,14981.386
1743,5,200,3,4,1,4,4,25,40000,0,0.118751,12175.884
1744,5,200,3,4,2,1,1,25,40000,0,0.152092,13402.942
1745,5,200,3,4,2,1,2,25,40000,0,0.153589,13249.194
1746,5,200,3,4,2,1,3,25,40000,0,0.217702,15861.580
1747,5,200,3,4,2,1,4,25,40000,0,0.140498,12588.450
1748,5,200,3,4,2,2,1,25,40000,0,0.165906,13414.114
1749,5,200,3,4,2,2,2,25,40000,0,0.160231,13161.680
1750,5,200,3,4,2,2,3,25,40000,0,0.273632,15883.924
1751,5,200,3,4,2,2,4,25,40000,0,0.183032,12640.852
1752,5,200,3,4,2,3,1,25,40000,0,0.177002,13604.038
1753,5,200,3,4,2,3,2,25,40000,0,0.184940,13241.480
1754,5,200,3,4,2,3,3,25,40000,0,0.280389,15920.898
1755,5,200,3,4,2,3,4,25,40000,0,0.171374,12617.976
1756,5,200,3,4,2,4,1,25,40000,0,0.150810,13380.598
1757,5,200,3,4,2,4,2,25,40000,0,0.151414,12944.092
1758,5,200,3,4,2,4,3,25,40000,0,0.225471,15911.588
1759,5,200,3,4,2,4,4,25,40000,0,0.112494,12641.916
1760,5,200,3,4,3,1,1,25,40000,0,0.168840,13528.760
1761,5,200,3,4,3,1,2,25,40000,0,0.168205,13402.676
1762,5,200,3,4,3,1,3,25,40000,0,0.246955,15818.754
1763,5,200,3,4,3,1,4,25,40000,0,0.166898,12727.302
1764,5,200,3,4,3,2,1,25,40000,0,0.179782,13473.432
1765,5,200,3,4,3,2,2,25,40000,0,0.172423,13412.784
1766,5,200,3,4,3,2,3,25,40000,0,0.271619,15678.306
1767,5,200,3,4,3,2,4,25,40000,0,0.155782,12836.894
1768,5,200,3,4,3,3,1,25,40000,0,0.189155,13656.174
1769,5,200,3,4,3,3,2,25,40000,0,0.188100,13350.274
1770,5,200,3,4,3,3,3,25,40000,0,0.261891,15891.904
1771,5,200,3,4,3,3,4,25,40000,0,0.176126,12871.740
1772,5,200,3,4,3,4,1,25,40000,0,0.166121,13611.486
1773,5,200,3,4,3,4,2,25,40000,0,0.162288,13322.344
1774,5,200,3,4,3,4,3,25,40000,0,0.228849,15783.642
1775,5,200,3,4,3,4,4,25,40000,0,0.164527,12686.338
1776,5,200,3,4,4,1,1,25,40000,0,0.161339,13460.930
1777,5,200,3,4,4,1,2,25,40000,0,0.161733,13365.702
1778,5,200,3,4,4,1,3,25,40000,0,0.219814,15898.288
1779,5,200,3,4,4,1,4,25,40000,0,0.150285,12685.274
1780,5,200,3,4,4,2,1,25,40000,0,0.166660,13609.092
1781,5,200,3,4,4,2,2,25,40000,0,0.154900,13422.094
1782,5,200,3,4,4,2,3,25,40000,0,0.261304,15913.716
1783,5,200,3,4,4,2,4,25,40000,0,0.150011,12835.298
1784,5,200,3,4,4,3,1,25,40000,0,0.173541,13646.332
1785,5,200,3,4,4,3,2,25,40000,0,0.195567,13268.346
1786,5,200,3,4,4,3,3,25,40000,0,0.262239,15967.182
1787,5,200,3,4,4,3,4,25,40000,0,0.163654,12798.590
1788,5,200,3,4,4,4,1,25,40000,0,0.153848,13607.230
1789,5,200,3,4,4,4,2,25,40000,0,0.158126,13348.146
1790,5,200,3,4,4,4,3,25,40000,0,0.220380,15984.206
1791,5,200,3,4,4,4,4,25,40000,0,0.143906,12840.352
1792,5,200,4,1,1,1,1,25,40000,0,0.047799,7600.152
1793,5,200,4,1,1,1,2,25,40000,0,0.049041,7220.836
1794,5,200,4,1,1,1,3,25,40000,0,0.068972,7736.344
1795,5,200,4,1,1,1,4,25,40000,0,0.045628,6992.608
1796,5,200,4,1,1,2,1,25,40000,0,0.041850,7120.820
1797,5,200,4,1,1,2,2,25,40000,0,0.051618,7295.316
1798,5,200,4,1,1,2,3,25,40000,0,0.065336,8014.846
1799,5,200,4,1,1,2,4,25,40000,0,0.044457,7125.608
1800,5,200,4,1,1,3,1,25,40000,0,0.045590,7118.692
1801,5,200,4,1,1,3,2,25,40000,0,0.037661,7612.920
1802,5,200,4,1,1,3,3,25,40000,0,0.054419,8027.880
1803,5,200,4,1,1,3,4,25,40000,0,0.041504,7151.410
1804,5,200,4,1,1,4,1,25,40000,0,0.042167,7220.836
1805,5,200,4,1,1,4,2,25,40000,0,0.045999,7406.504
1806,5,200,4,1,1,4,3,25,40000,0,0.069358,8040.382
1807,5,200,4,1,1,4,4,25,40000,0,0.049143,7234.668
1808,5,200,4,1,2,1,1,25,40000,0,0.046862,7921.746
1809,5,200,4,1,2,1,2,25,40000,0,0.046949,7522.214
1810,5,200,4,1,2,1,3,25,40000,0,0.057020,7430.710
1811,5,200,4,1,2,1,4,25,40000,0,0.046236,7388.682
1812,5,200,4,1,2,2,1,25,40000,0,0.037442,7698.572
1813,5,200,4,1,2,2,2,25,40000,0,0.044373,7674.898
1814,5,200,4,1,2,2,3,25,40000,0,0.052148,7754.166
1815,5,200,4,1,2,2,4,25,40000,0,0.048977,7281.218
1816,5,200,4,1,2,3,1,25,40000,0,0.044615,7201.684
1817,5,200,4,1,2,3,2,25,40000,0,0.038247,7651.490
1818,5,200,4,1,2,3,3,25,40000,0,0.059206,7744.856
1819,5,200,4,1,2,3,4,25,40000,0,0.038624,7792.204
1820,5,200,4,1,2,4,1,25,40000,0,0.041316,7873.866
1821,5,200,4,1,2,4,2,25,40000,0,0.052493,7547.750
1822,5,200,4,1,2,4,3,25,40000,0,0.066645,7418.208
1823,5,200,4,1,2,4,4,25,40000,0,0.044908,7602.546
1824,5,200,4,1,3,1,1,25,40000,0,0.046090,7864.024
1825,5,200,4,1,3,1,2,25,40000,0,0.043533,8075.494
1826,5,200,4,1,3,1,3,25,40000,0,0.066332,8600.312
1827,5,200,4,1,3,1,4,25,40000,0,0.044081,7919.884
1828,5,200,4,1,3,2,1,25,40000,0,0.044520,7793.800
1829,5,200,4,1,3,2,2,25,40000,0,0.042474,8084.804
1830,5,200,4,1,3,2,3,25,40000,0,0.061713,8469.972
1831,5,200,4,1,3,2,4,25,40000,0,0.040090,7869.610
1832,5,200,4,1,3,3,1,25,40000,0,0.037399,8018.836
1833,5,200,4,1,3,3,2,25,40000,0,0.037672,8284.304
1834,5,200,4,1,3,3,3,25,40000,0,0.054679,8808.058
1835,5,200,4,1,3,3,4,25,40000,0,0.042315,7987.182
1836,5,200,4,1,3,4,1,25,40000,0,0.045793,7843.276
1837,5,200,4,1,3,4,2,25,40000,0,0.048939,8164.870
1838,5,200,4,1,3,4,3,25,40000,0,0.065342,8586.214
1839,5,200,4,1,3,4,4,25,40000,0,0.042280,7943.026
1840,5,200,4,1,4,1,1,25,40000,0,0.046267,7753.102
1841,5,200,4,1,4,1,2,25,40000,0,0.046914,8060.066
1842,5,200,4,1,4,1,3,25,40000,0,0.060297,8011.122
1843,5,200,4,1,4,1,4,25,40000,0,0.047362,7831.838
1844,5,200,4,1,4,2,1,25,40000,0,0.044909,7793.002
1845,5,200,4,1,4,2,2,25,40000,0,0.043722,7860.566
1846,5,200,4,1,4,2,3,25,40000,0,0.059119,8002.876
1847,5,200,4,1,4,2,4,25,40000,0,0.050539,7817.208
1848,5,200,4,1,4,3,1,25,40000,0,0.042864,7728.364
1849,5,200,4,1,4,3,2,25,40000,0,0.037693,8189.874
1850,5,200,4,1,4,3,3,25,40000,0,0.064664,8048.894
1851,5,200,4,1,4,3,4,25,40000,0,0.042022,7899.402
1852,5,200,4,1,4,4,1,25,40000,0,0.044228,7778.106
1853,5,200,4,1,4,4,2,25,40000,0,0.043102,7915.628
1854,5,200,4,1,4,4,3,25,40000,0,0.062684,8022.294
1855,5,200,4,1,4,4,4,25,40000,0,0.041710,7861.098
1856,5,200,4,2,1,1,1,25,40000,0,0.046121,7524.608
1857,5,200,4,2,1,1,2,25,40000,0,0.043680,7774.382
